Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050
4.B. Cropland,WEM,Total,41092.27336,42633.07171,42047.4958,42293.31543,42229.9963,40116.2327,38687.60609,37320.49795,36004.23967,34852.2287,34999.5369239629,34559.4270212601,34358.1717246321,34217.3994091855,34261.8283744718,33641.1057192917,33276.3295466543,32950.2742620766,32597.3916911131,32440.812405611,32185.0422084819,31820.6598569632,31520.2862790776,31180.0472975589,30817.9719896734,30682.8880316906,30335.7072737079,30274.7260857252,30210.3638477424,30453.1386697597
4.B. Cropland,WOM,Total,-2382.82728,-2378.26438,-2373.30951,-2368.25658,-2363.50599,-2358.00275,-2352.57384,-2346.98274,-2341.49538,-2335.91214,-2330.41337,-2318.31949,-2306.21662,-2294.1154,-2282.11541,-2270.23606,-2258.2566,-2246.27602,-2234.1959,-2222.21599,-2210.83611,-2199.45612,-2188.07603,-2176.69603,-2165.31606,-2153.95607,-2142.59606,-2131.23605,-2119.87605,-2108.51606
4.C. Grassland,WAM,Total,14367.1486708333,13906.94896,13249.22071,12743.39657,15091.82325,14213.43168,13812.57506,14523.89352,14002.27007,13170.11839,13288.0477232821,13750.0309419288,15626.0619144317,16193.0621940277,16554.8227257259,14236.0198690908,14351.3101970435,14648.62734876,12962.6398412857,11523.7130782281,11473.7626708353,11421.3401763977,11379.0535237442,11352.7409852878,11326.3443526343,11547.0633581685,11756.8980277215,11961.3945432557,12161.9389587899,12346.7289343241
4.C. Grassland,WEM,Total,14975.7988408333,14359.02634,13803.59214,13296.53305,15646.11207,14868.07453,14602.95252,15463.73299,15110.1381,14455.39753,14566.7324936915,15024.5588121884,16894.3154452439,17495.542819181,17822.4205293496,15525.7095490747,15625.5117814414,15671.3270334016,13984.7837887225,12575.6814755695,11757.9051881291,11252.1240374937,12229.4788586409,11820.7096180055,11974.0069491528,11163.2090950786,10840.4547910045,11431.5488969303,12313.0578828562,12592.048788782
4.C. Grassland,WOM,Total,171.08164,345.6705,522.02228,702.76,888.53336,1077.98356,1271.81194,1469.59123,1671.87902,1878.79982,2090.09311,2309.95502,2534.08364,2762.64212,2994.01474,3229.65773,3469.69465,3714.13058,3963.07197,4216.31393,4481.79377,4747.27298,5012.75265,5278.23306,5543.71328,5830.35315,6116.99302,6403.63303,6690.27311,6976.91312
4.D. Wetlands,WAM,Total,16323.0209638889,15787.90466,15576.81473,15359.1812,15105.56865,14784.03201,14467.7602,14155.2816,13742.33202,13319.37859,13200.429397999,13058.315127343,12923.0462607793,12753.4655530794,12571.8008431363,12428.1176672673,12267.3863253955,12098.3266430746,11904.5180303044,11706.1846670851,11697.0199520351,11694.9557035702,11692.891455112,11690.7271866471,11688.6641781889,11692.1352319756,11695.6075157622,11699.0798095488,11702.4521033355,11712.7256471221
4.D. Wetlands,WEM,Total,16289.0224838889,15636.6077,15441.31851,15206.01585,14946.07776,14826.24385,14711.8107,14602.28212,14388.06458,14159.20334,14068.2783279993,13953.0716073437,13845.1510307768,13694.6996530806,13528.0136931358,13410.9866972647,13280.5310453947,13137.9310630755,12962.6481103021,12775.3293170844,12825.9219689226,12846.6727973466,12860.0634257775,12873.5439642015,12875.4648326323,12918.2872665054,12940.9757603785,12967.0756742516,12982.5295081247,12993.1406819977
4.D. Wetlands,WOM,Total,774.38648,773.28648,772.28648,771.28648,770.38648,769.58648,768.68648,767.88648,767.08648,766.28648,765.48648,765.48648,765.48648,765.48648,765.48648,765.38648,765.38648,765.28648,765.28648,765.18648,765.00648,764.82648,764.64648,764.46648,764.28648,764.06648,763.84648,763.62648,763.40648,763.18648
4.E. Settlements,WAM,Total,36375.63202,36412.92803,36346.04449,36474.47717,36528.23717,35408.37367,35219.13394,34294.51916,33553.82819,32930.62213,32422.7811880159,32229.8687690491,32037.5442109899,31878.7414926144,31702.0252646386,31090.1092343808,30805.6260191162,30436.7041943131,30097.1365038469,29722.7216966403,29522.9450041403,29310.9822841967,29097.0030005733,28882.3386906297,28667.4526070063,28538.772249122,28402.2731812377,28281.7753233534,28155.4011054691,28028.5660875848
4.E. Settlements,WEM,Total,36930.33496,36957.56583,37036.05279,37147.30171,37179.46244,36185.92178,35973.41713,35025.38817,34263.80288,33601.14723,32959.4415348042,32745.5084477902,32539.7320146091,32370.6824941191,32190.2491959876,31491.4993041155,31196.6631932963,30853.9318752718,30552.6951363085,30211.3792205117,29615.7589350595,29544.8664804815,29435.0856822237,29328.5690876457,29222.5292893879,28818.252129773,28744.352220158,28662.1267305431,28585.4667909282,28656.6595713133
4.E. Settlements,WOM,Total,2619.57937,2646.23701,2672.81268,2700.15932,2726.50024,2752.59772,2780.35339,2808.37067,2836.55827,2865.05606,2894.10722,2919.31312,2944.65307,2970.36155,2995.0582,3020.05863,3045.37291,3070.87287,3096.56883,3122.46629,3148.88791,3175.30976,3201.72913,3228.14839,3254.5683,3281.1887,3307.80886,3334.42867,3361.04858,3387.66862
4.F. Other Land,WAM,Total,766.42751,747.68122,722.14318,702.1256,678.24563,662.16367,645.54561,615.61943,582.5007,563.99992,561.56037,554.66083,544.13162,538.74317,524.5979,513.64714,504.15153,492.59462,482.95453,472.71612,480.086,485.84696,492.16035,497.83421,504.10783,510.89323,518.23323,525.72723,533.01403,540.45403
4.F. Other Land,WEM,Total,720.72753,696.2798,665.64104,640.12275,611.34207,589.65894,567.53972,532.71236,494.09246,470.79051,462.85382,451.15713,435.23077,424.54519,405.70277,389.45104,375.15445,358.39657,343.8555,328.11612,329.866,330.60696,331.30035,332.05421,332.90783,333.53323,334.31323,335.14723,335.87403,336.65403
4.F. Other Land,WOM,Total,201.17556,208.99417,212.13994,215.15721,250.0685,208.92708,260.27738,245.77402,245.82084,248.79356,251.65858,286.86488,245.98237,297.38405,282.77669,282.77331,285.77626,288.67854,323.87777,282.97651,291.51648,300.05711,308.59728,317.13703,325.67688,331.89696,338.11705,344.33704,350.55699,356.77698
4.G. Harvested wood products,WAM,Total,-47256.4302616667,-46804.27529,-27711.36282,-29261.35502,-29426.9896,-30790.39095,-31594.53664,-32418.75187,-33809.2412,-34263.65235,-35317.85041,-34177.08665,-33372.34262,-35015.63613,-33809.88368,-33879.0769,-33827.28425,-32971.27388,-33413.30114,-33120.96417,-33437.5869734662,-33604.5182966108,-33780.989880077,-34027.0124932216,-34251.3334966878,-34137.3858506971,-33972.7098947064,-34139.1540787156,-34106.0511027249,-34062.9225667342
4.G. Harvested wood products,WEM,Total,-46565.5697616667,-46093.32971,-28119.78904,-29547.80638,-29450.68704,-30767.03117,-31456.55286,-32205.36866,-33556.46878,-33981.9411,-34996.41477,-33841.29613,-33024.60337,-34718.83065,-33496.70731,-33559.70208,-33508.64526,-32654.56955,-33170.04943,-32872.75677,-32954.0713434662,-32825.3309366108,-32716.134680077,-33122.5087532216,-33023.9744666878,-32912.3703006971,-32767.2217747064,-32953.5390687156,-33160.6173527249,-33109.2396867342
4.G. Harvested wood products,WOM,Total,-2721.9,-2670.425,-2616.95,-2562.475,-2507.6,-2453.14,-2399.08,-2345.82,-2293.36,-2241.9,-2191.34,-2141.98,-2093.52,-2046.26,-2000.0,-1954.74,-1910.58,-1867.42,-1825.26,-1784.1,-1738.32,-1692.54,-1646.76,-1600.98,-1555.2,-1509.42,-1463.64,-1417.86,-1372.08,-1326.3
4.H. Other,WAM,Total,280.113,276.05567,271.99833,267.941,263.88367,261.877,259.87033,257.86367,255.857,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033
4.H. Other,WEM,Total,280.113,276.05567,271.99833,267.941,263.88367,261.877,259.87033,257.86367,255.857,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033,253.85033
5. Waste,WAM,ESR,119843.20649,116366.45279,112748.5174,108849.73426,105404.7936,102569.75701,99748.15866,96955.95942,94197.79296,91453.82383,88714.3341572885,86020.9548917343,83428.6296861801,80875.092720626,78355.0619050718,76276.8694284712,74231.8955018707,72221.6959352702,70247.3451586696,68292.6575120691,67045.5947954685,65833.674868868,64631.3043122674,63452.2088356669,62290.3380490663,61282.7226124658,60310.6860558652,59360.5285592647,58418.1652926641,57493.1162360636
5. Waste,WAM,ETS,231.75935,239.1314,246.50345,253.8755,261.24754,261.24754,261.24754,261.24754,261.24754,261.24754,257.993020765182,254.737904372991,251.482787980801,248.22767158861,244.97255519642,242.908173078324,240.843790960228,238.779408842131,236.715026724035,234.650644605939,232.586262487843,230.521880369747,228.457498251651,226.393116133554,224.328734015458,222.264351897362,220.199969779266,218.13558766117,216.071205543073,214.006823424977
5. Waste,WAM,Total,120080.735616389,116605.58462,112995.02085,109103.60976,105666.04114,102831.00456,100009.4062,97217.20696,94459.0405,91715.07137,88972.3271780536,86275.6927961073,83680.1124741609,81123.3203922146,78600.0344602682,76519.7776015496,74472.7392928309,72460.4753441123,70484.0601853936,68527.308156675,67312.8302979564,66133.4952192377,64963.7095105191,63817.1988918004,62687.9129530818,61717.4651343631,60782.5961956445,59869.6063169259,58964.4106682072,58076.5292294886
5. Waste,WEM,ESR,120242.85557,116862.13219,113319.13497,109506.22079,106148.44615,103365.6327,100604.30985,97878.27717,95175.60704,92487.88212,89733.0408372897,87040.6962417368,84443.3212261839,81891.498560631,79380.1498150781,77297.8136284393,75252.8600118722,73240.0635452335,71262.1914686664,69305.5447420277,68068.1975354367,66860.2956988338,65671.6381622309,64500.818315628,63319.1173090251,62349.9262924222,61392.1734758193,60448.6530192164,59518.6716926135,58599.3380860106
5. Waste,WEM,ETS,231.75935,239.1314,246.50345,253.8755,261.24754,261.24754,261.24754,261.24754,261.24754,261.24754,257.993020765707,254.737904374043,251.482787982378,248.227671590713,244.972555199048,242.90817306493,240.843790960875,238.779408826757,236.715026722702,234.650644588585,232.586262474509,230.521880355422,228.457498236336,226.39311611725,224.328733998163,222.264351879077,220.199969759991,218.135587640904,216.071205521817,214.006823402732
5. Waste,WEM,Total,120480.384696389,117101.26402,113565.63842,109760.09629,106409.69369,103626.88025,100865.55739,98139.52471,95436.85458,92749.12966,89991.0338580554,87180.3961259004,84581.2359838506,82027.6281918009,79514.4943197511,77431.0260128426,75384.9402760223,73371.0116891139,71392.0074922936,69434.2286453851,68195.7493185355,66986.7153616711,65796.9257048067,64624.9737379423,63442.140611078,62471.8174742136,61512.9325373492,60568.2799604849,59637.1665136205,58716.7007867561
5. Waste,WOM,ESR,1432.96275,1464.3678,1492.35075,1517.05443,1539.01935,1557.98325,1574.67778,1589.23565,1601.89077,1612.78411,1621.94949,1630.49437,1638.50327,1646.16158,1653.45548,1660.17183,1666.59819,1672.82289,1678.73493,1684.52389,1689.17991,1693.99366,1698.95634,1704.05961,1709.29557,1714.65678,1720.13618,1725.72709,1731.4232,1737.21891
5. Waste,WOM,Total,10708.96275,10700.5678,10688.85075,10673.75443,10656.01935,10638.58325,10618.87778,10597.13565,10573.39077,10547.88411,10520.74949,10493.09437,10464.80327,10436.16158,10407.25548,10380.97183,10354.39819,10327.62289,10300.53493,10273.32389,10248.23991,10223.31366,10198.53634,10173.89961,10149.39557,10128.29678,10107.31618,10086.44709,10065.6832,10045.01891
IB.Aviation,WAM,ESR,106.0,109.1,112.1,115.1,118.2,121.0,123.9,126.7,129.6,132.5,135.5,138.6,141.7,144.7,147.8,150.9,153.9,157.0,160.0,163.1,166.32,169.54,172.76,175.98,179.2,182.42,185.64,188.86,192.08,195.3
IB.Aviation,WAM,Total,74387.3546800379,87849.527847392,98540.0261647462,105907.9536721,111692.222399454,113083.829447756,114483.866566057,115649.635174358,116801.684882659,117989.72496096,118583.52941807,119129.379079525,119664.898486635,120190.515033745,120707.640440854,121308.875038894,121797.902706933,122278.572974973,122750.460313013,122739.274251052,123344.721758525,123944.466065999,124535.180413472,125117.042160945,125689.900818419,126266.821221105,126779.800948137,127282.112855169,127773.728937856,127857.477324888
IB.Aviation,WEM,ESR,106.0,109.1,112.1,115.1,118.2,121.0,123.9,126.7,129.6,132.5,135.5,138.6,141.7,144.7,147.8,150.9,153.9,157.0,160.0,163.1,166.32,169.54,172.76,175.98,179.2,182.42,185.64,188.86,192.08,195.3
IB.Aviation,WEM,Total,74515.4850900379,89194.182147392,101101.109344746,109689.9656721,116737.649799454,118104.175087756,119482.338226057,120629.259074358,121765.801522659,123006.85621096,123959.78397965,124862.629478339,125755.196627029,126637.857634789,127511.891123479,128347.836602926,129071.935173302,129787.601502749,130494.432572196,131192.475261643,131846.765058286,132502.583314928,133149.591251571,133787.967928214,134417.472464856,135078.687646048,135651.977947241,136214.350358433,136765.751559625,137306.550510817
IB.Aviation,WOM,Total,900.98686,931.10717,944.71192,958.31667,968.05308,977.47261,987.00902,994.21641,1001.54068,1118.86496,1121.28293,1123.8009,1126.31887,1128.73684,1131.25481,1250.61865,1254.88248,1259.24632,1263.51016,1267.874,1291.09299,1302.42896,1313.76493,1325.10091,1336.43688,1342.77285,1349.10883,1355.4448,1361.78077,1368.11675
IB.Navigation,WAM,ESR,460.4,483.1,505.7,528.4,551.1,574.3,597.5,620.7,644.0,667.2,690.6,714.1,737.5,761.0,784.5,796.5,808.5,820.5,832.5,844.5,846.9,849.3,851.7,854.1,856.5,858.92,861.34,863.76,866.18,868.6
IB.Navigation,WAM,Total,131197.73203276,133589.481333679,135481.534814598,137301.069355517,139092.371796437,138737.472330802,138380.796705167,138022.249869532,137661.735713897,137310.557138262,137673.121830717,138035.300836058,138397.8411114,138761.349666741,139125.832022082,139573.326102125,140002.376982168,140431.822762211,140861.769732254,141292.022862297,141583.728185339,141876.120855495,142168.752808538,142462.008868695,142755.507861737,143423.864415061,144092.559738386,144761.397351711,145430.479465036,146099.60684836
IB.Navigation,WEM,ESR,460.4,483.1,505.7,528.4,551.1,574.3,597.5,620.7,644.0,667.2,690.6,714.1,737.5,761.0,784.5,796.5,808.5,820.5,832.5,844.5,846.9,849.3,851.7,854.1,856.5,858.92,861.34,863.76,866.18,868.6
IB.Navigation,WEM,Total,131197.73094276,133693.079163679,135688.731554598,137614.163655517,139511.363646437,139489.765780802,139466.491755167,139441.246519532,139414.033963897,139396.157008262,139779.247914328,140161.944289861,140545.001955394,140929.027880927,141314.027626993,141787.989993481,142243.509169968,142699.423246988,143155.838513476,143612.559940496,143932.20727013,144252.55078152,144573.12474291,144894.331634299,145215.772645689,145923.945304971,146632.456734253,147341.110463535,148050.008682817,148758.952172099
IB.Navigation,WOM,Total,564.9,588.4,611.0,633.7,656.4,679.6,702.8,726.0,749.3,782.5,805.9,829.4,852.8,876.3,899.8,931.8,943.8,955.8,967.8,979.8,985.2,990.6,996.0,1001.4,1006.8,1009.22,1011.64,1014.06,1016.48,1018.9
Indirect CO2 (if available) (10),WAM,ESR,774.019056388888,758.9689,755.22898,753.56927,746.3806,743.06056,742.0178,738.15175,735.51414,732.33125,725.38232,722.13338,718.48445,714.93552,711.78657,708.70348,705.82038,702.63729,699.65419,696.3711,697.37676,698.47502,699.57328,700.47154,701.5698,705.1698,709.2698,713.1698,717.1698,721.2698
Indirect CO2 (if available) (10),WAM,Total,948.07378,902.8689,899.12898,897.46927,890.2806,886.96056,885.9178,882.05175,879.41414,876.23125,869.28232,866.03338,862.38445,858.83552,855.68657,852.60348,849.72038,846.53729,843.55419,840.2711,841.269334400647,842.367568801293,843.46580320194,844.364037602586,845.462272003233,849.062207935175,853.162143867118,857.06207979906,861.062015731003,865.161951662945
Indirect CO2 (if available) (10),WEM,ESR,774.019066388888,759.06892,755.22901,753.96931,746.98065,743.86111,742.61884,738.85328,736.11617,733.13378,726.0857,723.1376,719.48952,715.94143,712.89334,709.91038,707.3274,704.44444,702.16146,699.1785,700.27676,701.47502,703.07328,704.17154,705.4698,709.2698,713.1698,716.7698,720.5698,724.3698
Indirect CO2 (if available) (10),WEM,Total,948.07379,902.96892,899.12901,897.86931,890.88065,887.76111,886.51884,882.75328,880.01617,877.03378,869.9857,867.0376,863.38952,859.84143,856.79334,853.81038,851.2274,848.34444,846.06146,843.0785,844.17676,845.37502,846.97328,848.07154,849.3698,853.1698,857.0698,860.6698,864.4698,868.2698
Total excluding LULUCF,WAM,ESR,2111037.18371139,2085372.12294,2044189.73837,2010085.05766,1969178.9041,1924069.45878,1876071.66138,1825511.08574,1774420.18674,1720731.16777,1679815.2770625,1640383.44845185,1601338.15077387,1562706.7398111,1523916.47705598,1487178.06816644,1452900.66182666,1420459.55969551,1389876.12965176,1360754.15160186,1340873.25454897,1322643.49413693,1305060.8833403,1288318.9600637,1273035.65631195,1261404.3785818,1250588.34824087,1240196.8099821,1230247.361915,1220483.94581027
Total excluding LULUCF,WAM,ETS,1273354.49197556,1270592.44748,1271665.79783,1197330.58891,1144687.8023,1070719.30157,999461.95979,944288.03203,880815.89534,834147.0062,803180.356602357,773527.15135173,745545.411553523,718943.414013692,691012.946891564,676090.617593754,662447.231789994,650112.868642514,637199.772512732,624074.15387139,617437.71693981,613055.551190855,609262.966727953,604914.21726123,601184.223484326,599646.254949839,598765.374697486,597654.528764678,596988.101449677,595432.909297324
Total excluding LULUCF,WAM,Total,3393883.25618278,3367684.0654,3329321.64207,3222423.79647,3130262.79911,3011259.61482,2892078.64134,2786415.4423,2671922.89375,2571635.39606,2499692.93288324,2430522.41035639,2363412.85527841,2298097.18628495,2231294.06254685,2179730.05866284,2131905.8774046,2087226.4865993,2043826.68151108,2001675.93526317,1974980.96984727,1952361.1209662,1930978.32988582,1909879.47393013,1890858.0510213,1877834.96380923,1866283.66632893,1854926.70200126,1844456.27978212,1833283.39537698
Total excluding LULUCF,WEM,ESR,2116625.55930139,2098204.5414,2078836.05861,2055547.26191,2025877.15512,1994903.22284,1960815.99152,1924149.88668,1888011.58624,1849797.52019,1817137.77864004,1786906.18918985,1755499.59030553,1723985.83712371,1692288.62113269,1662914.8676136,1635779.34284557,1609810.52173706,1585628.654248,1562254.18937203,1544557.47349399,1527828.74686648,1511980.22677896,1496535.75014144,1481994.67817393,1469772.35450641,1458006.43477889,1446734.48565138,1435850.99590386,1425114.73652634
Total excluding LULUCF,WEM,ETS,1279749.41441556,1290651.10247,1302880.00067,1242513.75136,1202854.17424,1134999.61024,1069846.52592,1018618.43106,963571.18428,926417.57491,897107.612737325,870336.527350535,844443.97053271,820172.63121651,796147.711990279,776190.62714273,758409.489399935,741799.49470233,725003.316524788,708830.350605647,703105.004277572,699547.11194923,696569.343820889,693176.191642547,690015.442824206,688819.477595864,688463.021727523,688334.532889181,688102.44160084,687352.054402498
Total excluding LULUCF,WEM,Total,3405857.27387722,3400843.93887,3395714.19088,3313864.67974,3246185.71113,3147490.52446,3048382.45601,2960618.24124,2869561.34859,2794321.8128,2732304.00911197,2675118.20066219,2617752.65608514,2561901.07451223,2506112.43673014,2456902.92541163,2412107.37829897,2369648.94578104,2328792.17912254,2289366.39791561,2265953.35063763,2245675.83232991,2226858.40726219,2208029.84351447,2190336.47585675,2177041.89325904,2165042.91783132,2153765.3914636,2142773.11169588,2131409.88626816
Total excluding LULUCF,WOM,ESR,14468.16861,14635.97993,14788.25119,14960.41543,15093.67157,15238.63134,15409.47723,15572.98109,15675.6902,15820.52335,15936.97673,16054.63979,16172.1008,16289.02455,16414.07238,16599.17337,16784.54208,16969.11806,17153.28967,17336.61951,17375.9292,17392.85929,17409.69996,17426.51904,17443.41342,17460.1905,17476.97579,17493.8011,17510.49759,17527.19785
Total excluding LULUCF,WOM,ETS,8929.41606,8950.9407,8971.5632,8989.56716,9154.4891,9176.33437,9195.58391,9220.21802,9236.78271,9254.41311,9265.51311,9276.61311,9287.71311,9298.81311,9353.95663,9364.75663,9375.45663,9386.25663,9396.95663,9442.88626,9484.98138,9507.51994,9530.0585,9552.59706,9575.13561,9597.67417,9620.21273,9642.75129,9665.28985,9687.82841
Total excluding LULUCF,WOM,Total,184996.01219,185901.13031,186789.86143,187695.867,188709.76846,190257.79682,191829.11563,193398.36912,194898.75852,196442.53765,198412.58898,200383.84999,202354.70895,204325.33065,206348.01995,208697.72539,211047.59856,213396.77899,215745.55506,218128.51898,219387.69663,220604.89625,221822.00646,223039.09508,224256.259,225354.42561,226452.60044,227550.81529,228648.90132,229746.99111
Total including LULUCF,WAM,ESR,2111056.49971139,2085386.50993,2044199.49637,2010089.88665,1969178.9041,1924069.35878,1876071.66138,1825511.18574,1774420.08674,1720731.16777,1679815.2770625,1640383.54845185,1601338.05077387,1562706.8398111,1523916.47705598,1487178.06816644,1452900.76182666,1420459.45969551,1389876.12965176,1360754.15160186,1340873.25454897,1322643.49413693,1305060.8833403,1288318.9600637,1273035.65631195,1261404.3785818,1250588.24824087,1240196.7099821,1230247.261915,1220483.94581027
Total including LULUCF,WAM,ETS,1273354.49197556,1270592.54748,1271665.79783,1197330.58891,1144687.7023,1070719.30157,999461.95979,944288.13203,880815.69534,834147.1062,803180.256602357,773527.15135173,745545.411553523,718943.414013692,691012.946891564,676090.617593754,662447.231789994,650112.768642514,637199.672512732,624074.15387139,617437.61693981,613055.551190855,609262.966727953,604914.21726123,601184.223484326,599646.254949839,598765.474697486,597654.428764678,596988.001449677,595432.909297324
Total including LULUCF,WAM,Total,3145822.44755833,3119346.09475,3080471.70122,2969620.47451,2875163.17497,2758538.99327,2637865.13759,2531277.20221,2414484.80759,2311341.01956,2240266.31395542,2170466.77548949,2104087.55060923,2040907.03658061,1974044.28979349,1925270.65046549,1880625.4678605,1840150.39243219,1796636.35888362,1755415.68504063,1686226.09486296,1671079.60811836,1657334.92718739,1642741.21301188,1644737.74071624,1621724.07865884,1614452.40977827,1607317.25774784,1600535.53580177,1588807.20898156
Total including LULUCF,WEM,ESR,2116644.87529139,2098218.92839,2078845.81661,2055552.09091,2025877.15512,1994903.12284,1960815.99152,1924149.98668,1888011.48624,1849797.52019,1817137.77864004,1786906.28918985,1755499.49030553,1723985.93712371,1692288.62113269,1662914.8676136,1635779.44284557,1609810.42173706,1585628.654248,1562254.18937203,1544557.47349399,1527828.74686648,1511980.22677896,1496535.75014144,1481994.67817393,1469772.35450641,1458006.33477889,1446734.38565138,1435850.89590386,1425114.73652634
Total including LULUCF,WEM,ETS,1279749.41441556,1290651.20247,1302880.00067,1242513.75136,1202854.07424,1134999.61024,1069846.52592,1018618.53106,963570.98428,926417.67491,897107.512737325,870336.527350535,844443.97053271,820172.63121651,796147.711990279,776190.62714273,758409.489399935,741799.39470233,725003.216524788,708830.350605647,703104.904277572,699547.11194923,696569.343820889,693176.191642547,690015.442824206,688819.477595864,688463.121727523,688334.432889181,688102.34160084,687352.054402498
Total including LULUCF,WEM,Total,3159231.74381972,3156347.94337,3155909.49128,3074189.5234,3005515.57807,2910065.6094,2811086.79206,2723702.42253,2631692.90494,2554534.38781,2494643.55483489,2437538.40337641,2384402.8773956,2330051.67701102,2275263.49142361,2229110.32085952,2188589.06693028,2151760.48531759,2112823.85341134,2074109.33097979,2050414.00098511,2029015.96686122,2013617.39093732,1994073.37835342,1976820.75765952,1963289.50132563,1951292.61128173,1943479.86219783,1933729.40914394,1922711.31453004
Total including LULUCF,WOM,ESR,14468.16861,14635.97993,14788.25119,14960.41543,15093.67157,15238.63134,15409.47723,15572.98109,15675.6902,15820.52335,15936.97673,16054.63979,16172.1008,16289.02455,16414.07238,16599.17337,16784.54208,16969.11806,17153.28967,17336.61951,17375.9292,17392.85929,17409.69996,17426.51904,17443.41342,17460.1905,17476.97579,17493.8011,17510.49759,17527.19785
Total including LULUCF,WOM,ETS,8929.41606,8950.9407,8971.5632,8989.56716,9154.4891,9176.33437,9195.58391,9220.21802,9236.78271,9254.41311,9265.51311,9276.61311,9287.71311,9298.81311,9353.95663,9364.75663,9375.45663,9386.25663,9396.95663,9442.88626,9484.98138,9507.51994,9530.0585,9552.59706,9575.13561,9597.67417,9620.21273,9642.75129,9665.28985,9687.82841
Total including LULUCF,WOM,Total,161002.61481,162491.42096,163970.91303,165474.60315,167108.71448,169209.58223,171398.99759,173519.94935,175570.36447,177699.53756,180264.31967,182865.86974,185376.63626,187980.94737,190574.01882,193515.92406,196467.01082,199418.68976,202403.56252,205349.62459,207242.66358,209093.72486,210944.69434,212795.64239,214646.66627,216397.63322,218148.60817,219899.62285,221650.50881,223401.39865
